entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
7117	TMSL3	thymosin-like 3	4q22.1	10273	11885	-	-	NM_183049	-	candidate	0	0	-1	Metazoans	0	0	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism	36	-	0	0	WES	lymphoma
160335	TMTC2	transmembrane and tetratricopeptide repeat containing 2	12q21.31	13230	25440	-	NP_689801	NM_152588	ENSP00000322300	candidate	0	0	0	Last Universal Common Ancestor	1	6	-1	-1	chr12	83081366	83526165	WES	chronic lymphocytic leukemia
160418	TMTC3	transmembrane and tetratricopeptide repeat containing 3	12q21.32	10243	26899	-	NP_861448	NM_181783	ENSP00000266712	candidate	0	0	0	Last Universal Common Ancestor	14	13	-1	-1	chr12	88542093	88589423	WES	pancreas
79089	TMUB2	transmembrane and ubiquitin-like domain containing 2	17q21.31	14542	28459	-	NP_803190;NP_001070142;NP_077012	NM_177441;NM_001076674;NM_024107	ENSP00000444565;ENSP00000350672;ENSP00000313214	candidate	0	0	0	Metazoans	1	4	Cellular metabolism,Cellular processes	69	chr17	42266388	42268229	WGS	lung
7124	TNF	tumor necrosis factor	6p21.3	01855	11892	191160	NP_000585	NM_000594	ENSP00000398698	candidate	0	0	0	Vertebrates	68	1	Cell cycle,Cell motility and interactions,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Immune system response,Multicellular activities,Other,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	39	chr6	31543519	31545311	WES	lymphoma
7128	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	6q23	01857	11896	191163	NP_006281	NM_006290	ENSP00000237289	known	0	1	0	Metazoans	64	3	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	104	chr6	138192365	138202453	CGC,WES	lymphoma
8764	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	1p36.32	04122	11912	602746	NP_003811	NM_003820	ENSP00000347948	known	0	1	0	Metazoans	84	0	Cell cycle,Signal transduction	48	chr1	2488104	2494709	CGC,WES	lymphoma,non-hodgkin lymphoma
608	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	16p13.1	00144	11913	109545	NP_001183	NM_001192	ENSP00000053243	known	1	0	0	Mammals	9	1	Signal transduction	3	chr16	12059182	12061701	CGC	lymphoma
943	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	1p36	01074	11923	153243	NP_694421;NP_001234	NM_152942;NM_001243	ENSP00000263932;ENSP00000398337	candidate	0	0	0	Vertebrates	12	0	Cell cycle,Cellular metabolism,Development,Regulation of intracellular processes and metabolism,Signal transduction	65	chr1	12123656	12202585	WGS	melanoma
8743	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	3q26	04670	11925	603598	NP_001177871;NP_003801;NP_001177872	NM_001190942;NR_033994;NM_003810;NM_001190943	ENSP00000389931;ENSP00000241261	candidate	0	0	0	Metazoans	23	3	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	79	chr3	172224285	172241174	WES	melanoma
944	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	9q33	04852	11938	603875	NP_001239219;NP_001235	NM_001252290;NM_001244	-	candidate	0	0	0	Vertebrates	2	0	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	49	chr9	117666214	117692583	WES	melanoma
63923	TNN	tenascin N	1q23-q24	-	22942	-	NP_071376	NM_022093	ENSP00000239462	candidate	0	0	0	Last Universal Common Ancestor	3	0	Cell cycle,Cell motility and interactions,Development,Signal transduction	38	chr1	175046555	175116204	WES	colorectal,lung
3842	TNPO1	transportin 1	5q13.2	04210	6401	602901	NP_694858;NP_002261	NM_153188;NM_002270	ENSP00000398524	candidate	0	0	3	Eukaryotes	41	9	Cellular processes	109	chr5	72144212	72201234	WGS	melanoma
7143	TNR	tenascin R (restrictin, janusin)	1q24	03589	11953	601995	NP_003276	NM_003285	ENSP00000356646	candidate	0	0	0	Eukaryotes	9	0	Cell cycle,Cell motility and interactions,Development,Signal transduction	44	chr1	175292496	175375850	WES,WGS	pancreas,prostate
7150	TOP1	topoisomerase (DNA) I	20q12-q13.1	00535	11986	126420	NP_003277	NM_003286	ENSP00000354522	known	1	0	0	Last Universal Common Ancestor	158	5	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription	104	chr20	39690033	39751934	CGC	leukemia
7157	TP53	tumor protein p53	17p13.1	01859	11998	191170	NP_001119587;NP_001119586;NP_001119584;NP_001119589;NP_001119588;NP_000537;NP_001119585;NP_001119590	NM_001126115;NM_001126114;NM_001126112;NM_001126117;NM_001126116;NM_000546;NM_001126113;NM_001126118	ENSP00000269305;ENSP00000391478;ENSP00000398846;ENSP00000391127	known	0	1	0	Eukaryotes	741	16	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	70	chr17	7572930	7579912	CGC,HTMS,WES,WGS	adrenocortical,breast,colorectal,glioma,lung,other,sarcoma,glioblastoma,ovarian,pancreas,prostate,bladder,cholangiocarcinoma,chronic lymphocytic leukemia,colorectal (non-hypermutated),endometrium,gastric,head and neck squamous cell carcinoma,kidney,liver,lymphoma,medulloblastoma,myelodysplasia,myeloma,non-hodgkin lymphoma
94241	TP53INP1	tumor protein p53 inducible nuclear protein 1	8q22	09367	18022	606185	NP_150601;NP_001129205	NM_033285;NM_001135733	ENSP00000390063;ENSP00000344215	candidate	0	0	0	Metazoans	3	9	Cell cycle	-1	chr8	95942710	95953169	WES	acute myeloid leukemia
8626	TP63	tumor protein p63	3q28	04469	15979	603273	NP_003713;NP_001108451;NP_001108454;NP_001108453;NP_001108450;NP_001108452	NM_003722;NM_001114979;NM_001114982;NM_001114981;NM_001114978;NM_001114980	ENSP00000407144;ENSP00000346614;ENSP00000392488;ENSP00000264731	candidate	0	0	0	Eukaryotes	77	8	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	90	chr3	189349305	189612288	WES,WGS	head and neck squamous cell carcinoma,melanoma
7170	TPM3	tropomyosin 3	1q21.2	01840	12012	191030	NP_705935;NP_689476;NP_001036816;NP_001036817;NP_001036818	NM_153649;NM_152263;NM_001043351;NM_001043352;NM_001043353	ENSP00000357521	known	1	0	2	Metazoans	47	6	Multicellular activities	42	chr1	154141783	154164494	CGC	lung,lymphoma,thyroid
7171	TPM4	tropomyosin 4	19p13.1	11734	12013	600317	NP_003281;NP_001138632	NM_003290;NM_001145160	ENSP00000300933	known	1	0	5	Metazoans	4	4	-1	87	chr19	16178435	16212153	CGC	lymphoma
7173	TPO	thyroid peroxidase	2p25	06000	12015	606765	NP_783653;NP_783652;NP_001193674;NP_001193673;NP_000538;NP_783650	NM_175720;NM_175722;NM_175721;NM_001206745;NM_001206744;NM_000547;NM_175719	ENSP00000318820;ENSP00000329869;ENSP00000371636;ENSP00000263886;ENSP00000371633	candidate	0	0	0	Last Universal Common Ancestor	2	2	Cell response to stimuli,Cellular metabolism	9	chr2	1418181	1546243	WES	pancreas
7175	TPR	translocated promoter region (to activated MET oncogene)	1q25	08927	12017	189940	NP_003283	NM_003292	-	known	1	0	0	Last Universal Common Ancestor	66	1	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of transcription	107	chr1	186283106	186344160	CGC	thyroid
284355	TPRX1	tetra-peptide repeat homeobox 1	19q13.33	13447	32174	611166	NP_940881	NM_198479	ENSP00000323455	candidate	0	0	0	Primates	0	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr19	48305035	48306240	WGS	lymphoma
6955	TRA@	T cell receptor alpha locus	14q11.2	-	12027	186880	-	-	-	known	1	0	-1	Vertebrates	30	0	Cell response to stimuli	97	-	0	0	CGC,WGS	leukemia,glioblastoma
80305	TRABD	TraB domain containing	22q13.33	11450	28805	-	NP_079480	NM_025204	ENSP00000305664	candidate	0	0	0	Last Universal Common Ancestor	3	1	-1	1	chr22	50632005	50636945	WGS	lymphoma
7187	TRAF3	TNF receptor-associated factor 3	14q32.32	03539	12033	601896	NP_001186356;NP_663777;NP_663778;NP_003291	NM_001199427;NM_145725;NM_145726;NM_003300	ENSP00000454207	candidate	0	0	0	Eukaryotes	102	1	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	69	chr14	103336539	103372118	WES	lymphoma
7188	TRAF5	TNF receptor-associated factor 5	1q32	03834	12035	602356	NP_001029082;NP_004610;NP_665702	NM_001033910;NM_004619;NM_145759	ENSP00000261464;ENSP00000336825	candidate	0	0	0	Eukaryotes	63	0	Cell cycle,Regulation of intracellular processes and metabolism,Signal transduction	52	chr1	211526582	211546041	HTMS	breast,lung,ovarian,pancreas,prostate
7109	TRAPPC10	trafficking protein particle complex 10	21q22.3	03656	11868	602103	NP_003265	NM_001001723;NM_003274	ENSP00000291574	candidate	0	0	0	Eukaryotes	14	1	Cellular processes	69	chr21	45432375	45523409	WGS	melanoma
6957	TRB@	T cell receptor beta locus	7q34	-	12155	186930	-	-	-	known	1	0	-1	-	0	0	-1	-1	-	0	0	CGC,WGS	leukemia,melanoma
6964	TRD@	T cell receptor delta locus	14q11.2	-	12252	186810	-	-	-	known	1	0	-1	-	4	0	-1	20	-	0	0	CGC	leukemia
10221	TRIB1	tribbles homolog 1 (Drosophila)	8q24.13	09863	16891	609461	NP_079471	NM_025195	ENSP00000312150	known	0	0	0	Last Universal Common Ancestor	23	5	Cell cycle,Cell motility and interactions,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	90	chr8	126443145	126448710	CGC,Amplified	
81559	TRIM11	tripartite motif containing 11	1q42.13	07429	16281	607868	NP_660215	NM_145214	ENSP00000284551	candidate	0	0	0	Eukaryotes	18	0	-1	-1	chr1	228582409	228594262	HTMS	breast,lung,ovarian,pancreas,prostate
8805	TRIM24	tripartite motif containing 24	7q32-q34	04556	11812	603406	NP_003843;NP_056989	NM_003852;NM_015905	ENSP00000390829	known	1	0	0	Eukaryotes	75	4	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	83	chr7	138145294	138269693	CGC	leukemia
5987	TRIM27	tripartite motif containing 27	6p22	15996	9975	602165	NP_006501	NM_030950;NM_006510	ENSP00000366404	known	1	0	0	Eukaryotes	116	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	106	chr6	28871850	28891409	CGC	thyroid
51592	TRIM33	tripartite motif containing 33	1p13.1	10423	16290	605769	NP_148980;NP_056990	NM_033020;NM_015906	ENSP00000351250	known	1	0	0	Eukaryotes	65	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	82	chr1	114940273	115053697	CGC	thyroid
4591	TRIM37	tripartite motif containing 37	17q23.2	05463	7523	605073	NP_001005207;NP_056109	NM_001005207;NM_015294	ENSP00000376785;ENSP00000262294	candidate	0	0	0	Eukaryotes	60	3	-1	75	chr17	57076741	57181755	HTMS	breast,lung,ovarian,pancreas,prostate
84675	TRIM55	tripartite motif containing 55	8q13.1	05927	14215	606469	NP_149047;NP_908975;NP_908973;NP_908974	NM_033058;NM_184087;NM_184085;NM_184086	ENSP00000323913;ENSP00000297348	candidate	0	0	0	Eukaryotes	70	0	Signal transduction	-1	chr8	67039504	67086825	WGS	prostate
11078	TRIOBP	TRIO and F-actin binding protein	22q13.1	11028	17009	609761	NP_619538;NP_008963;NP_001034230	NM_138632;NM_007032;NM_001039141	ENSP00000384312;ENSP00000383913	candidate	0	0	0	Last Universal Common Ancestor	9	1	Cell response to stimuli,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism	106	chr22	38097373	38168766	WES	breast
9321	TRIP11	thyroid hormone receptor interactor 11	14q31-q32	05143	12305	604505	NP_004230	NM_004239	ENSP00000267622	known	1	0	0	Last Universal Common Ancestor	15	3	Cellular metabolism,DNA/RNA metabolism and transcription	61	chr14	92436020	92506029	CGC	leukemia
7216	TRO	trophinin	Xp11.22-p11.21	02134	12326	300132	NP_001034794;NP_808224;NP_057241	NM_001039705;NM_177556;NM_177555;NM_016157;NM_177558;NM_177557	ENSP00000173898;ENSP00000405126;ENSP00000364181;ENSP00000318278;ENSP00000364162;ENSP00000382641	candidate	0	0	0	Last Universal Common Ancestor	14	0	Cell motility and interactions,Development	51	chrX	54948680	54957450	WES	chronic lymphocytic leukemia
4308	TRPM1	transient receptor potential cation channel, subfamily M, member 1	15q13.3	04656	7146	603576	NP_002411;NP_001238959;NP_001238953;NP_001238949	NM_002420;NM_001252030;NM_001252024;NM_001252020	ENSP00000437849;ENSP00000256552;ENSP00000453851;ENSP00000380897	candidate	0	0	0	Eukaryotes	1	1	Cellular processes	19	chr15	31294028	31453162	WGS	glioblastoma
140803	TRPM6	transient receptor potential cation channel, subfamily M, member 6	9q21.13	06112	17995	607009	NP_001170781;NP_060132;NP_001170782	NM_001177310;NM_017662;NM_001177311	ENSP00000396672;ENSP00000354962;ENSP00000354006	candidate	0	0	0	Eukaryotes	4	2	Cellular metabolism,Cellular processes	16	chr9	77339532	77473664	WGS	chronic lymphocytic leukemia
59341	TRPV4	transient receptor potential cation channel, subfamily V, member 4	12q24.1	05667	18083	605427	NP_671737;NP_001170899;NP_001170904;NP_067638;NP_001170902	NM_147204;NM_001177428;NM_001177433;NM_021625;NM_001177431	ENSP00000442167;ENSP00000444336;ENSP00000443611;ENSP00000261740;ENSP00000442738	candidate	0	0	0	Eukaryotes	21	1	Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	29	chr12	110221429	110252601	WGS	chronic lymphocytic leukemia
56302	TRPV5	transient receptor potential cation channel, subfamily V, member 5	7q35	05981	3145	606679	NP_062815	NM_019841	ENSP00000265310	candidate	0	0	1	Eukaryotes	10	0	Cellular metabolism,Cellular processes	33	chr7	142605683	142630556	WES	glioblastoma
8295	TRRAP	transformation/transcription domain-associated protein	7q21.2-q22.1	04310	12347	603015	NP_003487;NP_001231509	NM_003496;NM_001244580	ENSP00000352925;ENSP00000347733	candidate	0	0	0	Eukaryotes	77	5	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	90	chr7	98478774	98609975	WGS	liver
7248	TSC1	tuberous sclerosis 1	9q34	05594	12362	605284	NP_001155898;NP_000359;NP_001155899	NM_001162426;NM_000368;NM_001008567;NM_001162427	ENSP00000298552;ENSP00000444017	known	0	1	0	Opisthokonts	57	2	Cell cycle,Cell motility and interactions,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	98	chr9	135771625	135804259	CGC,WES,WGS	kidney,liver
7249	TSC2	tuberous sclerosis 2	16p13.3	01850	12363	191092	NP_001070651;NP_001107854;NP_000539	NM_001077183;NM_001114382;NM_021055;NM_021056;NM_000548	ENSP00000219476;ENSP00000384468;ENSP00000344383	known	0	1	0	Eukaryotes	62	0	Cell cycle,Cell motility and interactions,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	67	chr16	2098617	2138608	CGC,WES	pancreas
8848	TSC22D1	TSC22 domain family, member 1	13q14	07414	16826	607715	NP_006013;NP_001230726;NP_904358;NP_001230727;NP_001230728	NM_006022;NM_001243797;NM_183422;NM_001243798;NM_001243799	-	candidate	0	0	0	Metazoans	190	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	101	chr13	45008765	45150210	WES	lymphoma
7253	TSHR	thyroid stimulating hormone receptor	14q31	04537	12373	603372	NP_001018046;NP_000360;NP_001136098	NM_001018036;NM_000369;NM_001142626	ENSP00000298171;ENSP00000340113;ENSP00000450549	known	1	0	0	Metazoans	24	5	Cell cycle,Regulation of intracellular processes and metabolism,Signal transduction	10	chr14	81422025	81610694	CGC	thyroid
128553	TSHZ2	teashirt zinc finger homeobox 2	20q13.2	10730	13010	614118	NP_775756;NP_001180350	NM_173485;NM_001193421	-	candidate	0	0	0	Eukaryotes	3	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	46	chr20	51589833	51873099	WGS	chronic lymphocytic leukemia
54084	TSPEAR	thrombospondin-type laminin G domain and EAR repeats	21q22.3	09845	1268	612920	NP_659428	NM_144991	ENSP00000321987	candidate	0	0	0	Eukaryotes	6	0	-1	-1	chr21	45919669	46131429	WES	glioblastoma
84630	TTBK1	tau tubulin kinase 1	6p21.1	11653	19140	-	NP_115927	NM_032538	ENSP00000259750	candidate	0	0	0	Last Universal Common Ancestor	8	0	Cellular metabolism,Cellular processes	-1	chr6	43214399	43253111	WGS	melanoma
146057	TTBK2	tau tubulin kinase 2	15q15.2	10288	19141	611695	NP_775771	NM_173500	-	candidate	0	0	0	Last Universal Common Ancestor	17	0	Cellular metabolism,Cellular processes	45	chr15	43037996	43170815	WGS	lung
118491	TTC18	tetratricopeptide repeat domain 18	10q22.2	15583	30726	-	NP_660153	NM_145170	ENSP00000310829	candidate	0	0	0	Eukaryotes	0	1	-1	-1	chr10	75013736	75114554	WES	lymphoma
54777	TTC40	tetratricopeptide repeat domain 40	10q26.3	12596	25247	-	NP_001186978;XP_003119525;NP_775843;XP_003118674	NM_001200049;XM_003119477;NM_017609;NM_173572;XM_003118626	ENSP00000357575	candidate	0	0	0	-	0	0	-1	29	chr10	134621928	134755988	WGS	glioblastoma
7272	TTK	TTK protein kinase	6q13-q21	04973	12401	604092	NP_001160163;NP_003309	NM_001166691;NM_003318	ENSP00000230510;ENSP00000358813	candidate	0	0	0	Last Universal Common Ancestor	23	4	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism	24	chr6	80715561	80751916	WES	gastric
150465	TTL	tubulin tyrosine ligase	2q13	12206	21586	608291	NP_714923	NM_153712	ENSP00000233336	known	1	0	0	Eukaryotes	1	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism	-1	chr2	113239922	113286369	CGC	leukemia
284076	TTLL6	tubulin tyrosine ligase-like family, member 6	17q21.32	08763	26664	610849	NP_775894;NP_001124390	NM_173623;NM_001130918	ENSP00000377043;ENSP00000399211	candidate	0	0	0	Eukaryotes	1	0	Cellular metabolism,Cellular processes	-1	chr17	46846354	46894434	WGS	melanoma
7273	TTN	titin	2q31	01787	12403	188840	NP_597681;NP_596870;NP_596869;NP_597676;NP_003310	NM_133437;NM_133379;NM_133378;NM_133432;NM_003319	ENSP00000465570;ENSP00000467141;ENSP00000434586;ENSP00000343764;ENSP00000354117;ENSP00000352154;ENSP00000340554	candidate	0	0	0	Last Universal Common Ancestor	118	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Multicellular activities,Signal transduction	62	chr2	179576672	179669369	WES,WGS	colorectal (non-hypermutated),gastric,lung
